HPLC System Name,Executed Sequence,Chromatogram Name,Acquisition Date,Peak Name,CH,tR,Corrected Quantity,Quantity,Factor,Area,Height,Area%,Height%,Sample Name,ISTD Name,ISTD Amount,Warning,Calibration Curve Expression,Description,Sample Description,NTP,Resolution,Separation Factor,Symmetry Factor,Retension Factor,t0,Peak Width,Additional Information,Sample #,Volume,Type,S/N,Calculated Value1,Calculated Value2,Calculated Value3,Calculated Value4,Calculated Value5,Calculated Value6,Calculated Value7,Calculated Value8,Calculated Value9,Calculated Value10,Decision,Peak Factor,True Value,Sample Weight,p/v,RRT,Relative Resolution,Area Ratio,Height Ratio
UCL HPLC,MBDoE BzAcid 2018 New Column 12/12/2018 2:05:49 PM,check leak,12/12/2018 2:06:42 PM,Unknown,2,2.683,N/A,N/A,1.00000,539327,132822,100.000,100.000,1,N/A,N/A,,,,,10076,N/A,N/A,1.189,N/A,0.0000,0.063,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 12/12/2018 2:05:49 PM,2,12/12/2018 2:13:41 PM,Unknown,2,2.725,N/A,N/A,1.00000,502834,124275,100.000,100.000,2,N/A,N/A,,,,,10532,N/A,N/A,1.173,N/A,0.0000,0.062,,2,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 12/12/2018 2:05:49 PM,3,12/12/2018 2:20:42 PM,Unknown,2,2.717,N/A,N/A,1.00000,525752,130011,100.000,100.000,3,N/A,N/A,,,,,11153,N/A,N/A,1.216,N/A,0.0000,0.061,,3,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 12/12/2018 2:05:49 PM,4,12/12/2018 2:27:41 PM,Unknown,2,2.725,N/A,N/A,1.00000,762217,187014,100.000,100.000,4,N/A,N/A,,,,,10350,N/A,N/A,1.104,N/A,0.0000,0.063,,4,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 12/12/2018 2:05:49 PM,5,12/12/2018 2:34:41 PM,Unknown,2,2.725,N/A,N/A,1.00000,1024913,256337,100.000,100.000,5,N/A,N/A,,,,,10918,N/A,N/A,1.105,N/A,0.0000,0.061,,5,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 12/12/2018 2:05:49 PM,6,12/12/2018 2:41:41 PM,Unknown,2,2.733,N/A,N/A,1.00000,695399,171385,100.000,100.000,6,N/A,N/A,,,,,10695,N/A,N/A,1.155,N/A,0.0000,0.062,,6,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 12/12/2018 2:05:49 PM,7,12/12/2018 2:48:41 PM,Unknown,2,2.717,N/A,N/A,1.00000,553452,135942,100.000,100.000,7,N/A,N/A,,,,,10993,N/A,N/A,1.248,N/A,0.0000,0.061,,7,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 12/12/2018 2:05:49 PM,8,12/12/2018 2:55:41 PM,Unknown,2,2.717,N/A,N/A,1.00000,1850003,461587,100.000,100.000,8,N/A,N/A,,,,,10427,N/A,N/A,1.163,N/A,0.0000,0.063,,8,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:03:52 PM,Problem,12/12/2018 3:04:43 PM,Unknown,2,2.717,N/A,N/A,1.00000,1478003,367191,100.000,100.000,Low 1,N/A,N/A,,,,,10422,N/A,N/A,1.074,N/A,0.0000,0.063,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:03:52 PM,2,12/12/2018 3:09:31 PM,Unknown,2,2.717,N/A,N/A,1.00000,1727947,430781,100.000,100.000,2,N/A,N/A,,,,,10426,N/A,N/A,1.167,N/A,0.0000,0.063,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,new Dolomite2,12/12/2018 3:32:32 PM,Unknown,2,0.350,N/A,N/A,1.00000,1312524,291100,37.135,34.325,Low 1,N/A,N/A,,,,,140,21.234,N/A,1.101,N/A,0.0000,0.070,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,new Dolomite2,12/12/2018 3:32:32 PM,Unknown,2,2.683,N/A,N/A,1.00000,2221955,556975,62.865,65.675,Low 1,N/A,N/A,,,,,11032,N/A,N/A,1.187,N/A,0.0000,0.060,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,2,12/12/2018 3:37:20 PM,Unknown,2,2.725,N/A,N/A,1.00000,2224339,558108,100.000,100.000,2,N/A,N/A,,,,,10874,N/A,N/A,1.114,N/A,0.0000,0.062,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,3,12/12/2018 3:42:08 PM,Unknown,2,2.725,N/A,N/A,1.00000,2131627,535002,100.000,100.000,3,N/A,N/A,,,,,11442,N/A,N/A,1.187,N/A,0.0000,0.060,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,4,12/12/2018 3:46:56 PM,Unknown,2,2.717,N/A,N/A,1.00000,1948888,490229,100.000,100.000,4,N/A,N/A,,,,,11296,N/A,N/A,1.168,N/A,0.0000,0.060,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,5,12/12/2018 3:51:43 PM,Unknown,2,2.717,N/A,N/A,1.00000,2231796,560610,100.000,100.000,5,N/A,N/A,,,,,11283,N/A,N/A,1.168,N/A,0.0000,0.060,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,6,12/12/2018 3:56:31 PM,Unknown,2,2.725,N/A,N/A,1.00000,2048254,511343,100.000,100.000,6,N/A,N/A,,,,,11144,N/A,N/A,1.060,N/A,0.0000,0.061,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,7,12/12/2018 4:01:19 PM,Unknown,2,2.733,N/A,N/A,1.00000,1529782,380512,100.000,100.000,7,N/A,N/A,,,,,10677,N/A,N/A,1.102,N/A,0.0000,0.062,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,8,12/12/2018 4:06:07 PM,Unknown,2,2.725,N/A,N/A,1.00000,1642213,412632,100.000,100.000,8,N/A,N/A,,,,,10827,N/A,N/A,1.109,N/A,0.0000,0.062,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,9,12/12/2018 4:10:55 PM,Unknown,2,2.725,N/A,N/A,1.00000,1888760,470489,100.000,100.000,9,N/A,N/A,,,,,10564,N/A,N/A,1.085,N/A,0.0000,0.062,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 3:31:41 PM,10,12/12/2018 4:15:42 PM,Unknown,2,2.742,N/A,N/A,1.00000,2026397,507987,100.000,100.000,10,N/A,N/A,,,,,11560,N/A,N/A,1.194,N/A,0.0000,0.060,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 4:21:09 PM,new Dolomite2,12/12/2018 4:22:00 PM,Unknown,2,2.725,N/A,N/A,1.00000,2003358,504236,100.000,100.000,Low 1,N/A,N/A,,,,,11046,N/A,N/A,1.135,N/A,0.0000,0.061,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 4:21:09 PM,2,12/12/2018 4:26:15 PM,Unknown,2,2.742,N/A,N/A,1.00000,1407857,353845,100.000,100.000,2,N/A,N/A,,,,,10986,N/A,N/A,1.112,N/A,0.0000,0.062,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 4:21:09 PM,3,12/12/2018 4:30:31 PM,Unknown,2,2.742,N/A,N/A,1.00000,2233937,562347,100.000,100.000,3,N/A,N/A,,,,,10779,N/A,N/A,1.128,N/A,0.0000,0.062,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 4:21:09 PM,4,12/12/2018 4:34:47 PM,Unknown,2,2.742,N/A,N/A,1.00000,2041209,507362,100.000,100.000,4,N/A,N/A,,,,,10597,N/A,N/A,1.072,N/A,0.0000,0.063,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 4:21:09 PM,5,12/12/2018 4:39:05 PM,Unknown,2,2.717,N/A,N/A,1.00000,1782072,441874,100.000,100.000,5,N/A,N/A,,,,,10349,N/A,N/A,1.195,N/A,0.0000,0.063,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,BzOH only 12/12/2018 4:21:09 PM,6,12/12/2018 4:43:23 PM,Unknown,2,2.725,N/A,N/A,1.00000,1976182,496509,100.000,100.000,6,N/A,N/A,,,,,11019,N/A,N/A,1.137,N/A,0.0000,0.061,,1,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,2,13/12/2018 2:20:30 PM,Benzoic Acid,2,2.775,1.42125,1.42125,1.00000,2028644,160984,100.000,100.000,2,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,979,N/A,N/A,0.726,N/A,0.0000,0.209,,2,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,3,13/12/2018 2:27:30 PM,Benzoic Acid,2,2.767,1.37899,1.37899,1.00000,1965000,149130,100.000,100.000,3,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,898,N/A,N/A,0.764,N/A,0.0000,0.217,,3,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,4,13/12/2018 2:34:30 PM,Benzoic Acid,2,2.775,1.33722,1.33722,1.00000,1902079,151968,100.000,100.000,4,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,928,N/A,N/A,0.727,N/A,0.0000,0.214,,4,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,5,13/12/2018 2:41:30 PM,Benzoic Acid,2,2.775,1.52908,1.52908,1.00000,2191047,185958,100.000,100.000,5,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1056,N/A,N/A,0.754,N/A,0.0000,0.201,,5,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,6,13/12/2018 2:48:29 PM,Benzoic Acid,2,2.758,1.53614,1.53614,1.00000,2201682,173596,97.217,94.858,6,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,945,9.842,N/A,0.834,N/A,0.0000,0.211,,6,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,6,13/12/2018 2:48:29 PM,Unknown,2,5.408,N/A,N/A,1.00000,63021,9410,2.783,5.142,6,N/A,N/A,,,,,14280,N/A,N/A,1.063,N/A,0.0000,0.107,,6,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,7,13/12/2018 2:55:30 PM,Unknown,2,2.750,N/A,N/A,1.00000,2160617,163807,96.468,93.290,7,N/A,N/A,,,,,873,9.662,N/A,0.809,N/A,0.0000,0.219,,7,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,7,13/12/2018 2:55:30 PM,Unknown,2,5.408,N/A,N/A,1.00000,79112,11782,3.532,6.710,7,N/A,N/A,,,,,14548,N/A,N/A,1.041,N/A,0.0000,0.106,,7,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,8,13/12/2018 3:02:29 PM,Benzoic Acid,2,2.775,1.51946,1.51946,1.00000,2176569,183152,96.045,93.161,8,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1087,10.276,N/A,0.738,N/A,0.0000,0.198,,8,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,8,13/12/2018 3:02:29 PM,Unknown,2,5.408,N/A,N/A,1.00000,89629,13446,3.955,6.839,8,N/A,N/A,,,,,14898,N/A,N/A,1.083,N/A,0.0000,0.104,,8,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,9,13/12/2018 3:09:30 PM,Benzoic Acid,2,2.767,1.51652,1.51652,1.00000,2172137,170334,96.231,93.090,9,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,946,9.777,N/A,0.765,N/A,0.0000,0.212,,9,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,9,13/12/2018 3:09:30 PM,Unknown,2,5.400,N/A,N/A,1.00000,85074,12644,3.769,6.910,9,N/A,N/A,,,,,14366,N/A,N/A,1.046,N/A,0.0000,0.106,,9,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,10,13/12/2018 3:16:29 PM,Benzoic Acid,2,2.767,1.55718,1.55718,1.00000,2233375,176946,96.535,93.706,10,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,951,9.762,N/A,0.775,N/A,0.0000,0.211,,10,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,10,13/12/2018 3:16:29 PM,Unknown,2,5.400,N/A,N/A,1.00000,80173,11885,3.465,6.294,10,N/A,N/A,,,,,14080,N/A,N/A,1.077,N/A,0.0000,0.107,,10,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,11,13/12/2018 3:23:29 PM,Benzoic Acid,2,2.767,1.50574,1.50574,1.00000,2155902,180651,96.803,94.453,11,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1072,10.205,N/A,0.749,N/A,0.0000,0.199,,11,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,11,13/12/2018 3:23:29 PM,Unknown,2,5.400,N/A,N/A,1.00000,71197,10610,3.197,5.547,11,N/A,N/A,,,,,14488,N/A,N/A,1.042,N/A,0.0000,0.106,,11,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,12,13/12/2018 3:30:30 PM,Benzoic Acid,2,2.767,1.56671,1.56671,1.00000,2247734,180074,96.784,94.190,12,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,953,9.795,N/A,0.761,N/A,0.0000,0.211,,12,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,12,13/12/2018 3:30:30 PM,Unknown,2,5.400,N/A,N/A,1.00000,74679,11107,3.216,5.810,12,N/A,N/A,,,,,14313,N/A,N/A,1.018,N/A,0.0000,0.106,,12,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,13,13/12/2018 3:37:29 PM,Benzoic Acid,2,2.758,1.50043,1.50043,1.00000,2147905,168333,91.314,84.825,13,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,949,9.896,N/A,0.801,N/A,0.0000,0.211,,13,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,13,13/12/2018 3:37:29 PM,Unknown,2,5.408,N/A,N/A,1.00000,204310,30113,8.686,15.175,13,N/A,N/A,,,,,14640,N/A,N/A,1.025,N/A,0.0000,0.105,,13,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,14,13/12/2018 3:44:29 PM,Benzoic Acid,2,2.775,1.28142,1.28142,1.00000,1818049,140166,80.671,68.590,14,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,906,9.602,N/A,0.787,N/A,0.0000,0.217,,14,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,14,13/12/2018 3:44:29 PM,Unknown,2,5.408,N/A,N/A,1.00000,435617,64188,19.329,31.410,14,N/A,N/A,,,,,14256,N/A,N/A,1.053,N/A,0.0000,0.107,,14,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,15,13/12/2018 3:51:29 PM,Benzoic Acid,2,2.767,1.05587,1.05587,1.00000,1478337,121068,65.765,51.623,15,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1090,10.246,N/A,0.783,N/A,0.0000,0.197,,15,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,15,13/12/2018 3:51:29 PM,Unknown,2,5.400,N/A,N/A,1.00000,769567,113455,34.235,48.377,15,N/A,N/A,,,,,14368,N/A,N/A,1.046,N/A,0.0000,0.106,,15,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,16,13/12/2018 3:58:29 PM,Benzoic Acid,2,2.775,0.998465,0.998465,1.00000,1391873,114159,61.928,47.539,16,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1010,9.904,N/A,0.767,N/A,0.0000,0.206,,16,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,16,13/12/2018 3:58:29 PM,Unknown,2,5.400,N/A,N/A,1.00000,855711,125977,38.072,52.461,16,N/A,N/A,,,,,14046,N/A,N/A,1.074,N/A,0.0000,0.107,,16,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,17,13/12/2018 4:05:29 PM,Benzoic Acid,2,2.767,0.888091,0.888091,1.00000,1225637,100317,56.318,41.792,17,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1025,9.965,N/A,0.751,N/A,0.0000,0.203,,17,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,17,13/12/2018 4:05:29 PM,Unknown,2,5.392,N/A,N/A,1.00000,950649,139721,43.682,58.208,17,N/A,N/A,,,,,13943,N/A,N/A,1.090,N/A,0.0000,0.107,,17,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,18,13/12/2018 4:12:29 PM,Benzoic Acid,2,2.758,0.817880,0.817880,1.00000,1119889,88682,50.917,35.804,18,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,959,9.866,N/A,0.809,N/A,0.0000,0.210,,18,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,18,13/12/2018 4:12:29 PM,Unknown,2,5.400,N/A,N/A,1.00000,1079572,159009,49.083,64.196,18,N/A,N/A,,,,,14303,N/A,N/A,1.035,N/A,0.0000,0.106,,18,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
